! WACCM output from file data/concat_zm_all_2000.nc
! for F. Gordillo. MLP, Dec 2007
! Date:     19991112
! Lat:        38.000000; Lon:        0.0000000; Time= 0
! Output variables: 
!  z (km), Pressure (atm), Temperature (K), Total density (NT) (mol/cm3) and number densities (mol/cm3) of: 
!  O ,O3, N, NO, NO2, NO3, N2O, N2O5, H, OH, H2, HO2, H2O2, HNO3, CO
! No. of altitudes: 
     141
  79.00   9.712e-06 217.623   3.275e+14  1.420e+09  4.723e+07  5.401e+02  6.104e+06  1.172e+04  1.486e-01  6.177e+03  3.547e-07  5.058e+07  3.573e+06  1.448e+09  1.232e+06  1.385e+05  1.955e+00  2.945e+09
  78.00   1.137e-05 217.239   3.841e+14  5.333e+08  5.199e+07  8.222e+02  4.648e+06  3.447e+04  4.752e-01  7.746e+03  8.208e-07  2.077e+07  4.611e+06  1.662e+09  1.820e+06  1.941e+05  2.874e+00  3.245e+09
  77.00   1.332e-05 216.313   4.518e+14  1.897e+08  9.014e+07  1.033e+03  3.626e+06  4.495e+04  6.521e-01  9.847e+03  1.586e-06  4.340e+06  3.116e+06  1.859e+09  1.325e+06  2.145e+05  3.252e+00  3.336e+09
  76.00   1.560e-05 215.387   5.315e+14  6.746e+07  1.563e+08  1.299e+03  2.829e+06  5.863e+04  8.947e-01  1.252e+04  3.066e-06  9.067e+05  2.105e+06  2.080e+09  9.653e+05  2.370e+05  3.681e+00  3.429e+09
  75.00   1.828e-05 214.565   6.252e+14  2.390e+07  2.608e+08  1.453e+03  2.214e+06  7.678e+04  1.208e+00  1.627e+04  5.602e-06  1.977e+05  1.368e+06  2.297e+09  7.368e+05  2.520e+05  3.801e+00  3.444e+09
  74.00   2.144e-05 214.131   7.349e+14  8.345e+06  3.781e+08  1.061e+03  1.751e+06  1.020e+05  1.535e+00  2.175e+04  9.539e-06  5.051e+04  7.710e+05  2.422e+09  6.686e+05  2.553e+05  3.496e+00  3.179e+09
  73.00   2.515e-05 213.696   8.638e+14  2.914e+06  5.480e+08  7.742e+02  1.385e+06  1.356e+05  1.950e+00  2.907e+04  1.624e-05  1.290e+04  4.344e+05  2.554e+09  6.068e+05  2.587e+05  3.215e+00  2.933e+09
  72.00   2.950e-05 213.421   1.015e+15  1.003e+06  7.887e+08  5.296e+02  1.109e+06  1.797e+05  2.516e+00  3.847e+04  2.941e-05  3.431e+03  2.482e+05  2.683e+09  5.574e+05  2.610e+05  3.130e+00  2.704e+09
  71.00   3.455e-05 215.226   1.178e+15  2.855e+05  1.033e+09  1.550e+02  1.044e+06  2.286e+05  3.968e+00  4.942e+04  6.406e-05  1.545e+03  1.701e+05  2.695e+09  6.002e+05  2.603e+05  3.614e+00  2.452e+09
  70.00   4.046e-05 217.032   1.368e+15  8.130e+04  1.352e+09  4.537e+01  9.838e+05  2.908e+05  6.257e+00  6.348e+04  1.396e-04  6.954e+02  1.166e+05  2.708e+09  6.464e+05  2.596e+05  4.174e+00  2.224e+09
  69.00   4.738e-05 218.838   1.589e+15  2.315e+04  1.771e+09  1.328e+01  9.267e+05  3.700e+05  9.868e+00  8.148e+04  3.044e-04  3.131e+02  7.996e+04  2.721e+09  6.962e+05  2.589e+05  4.829e+00  2.018e+09
  68.00   5.518e-05 222.043   1.824e+15  5.215e+03  2.116e+09  3.481e+00  9.719e+05  4.864e+05  1.759e+01  9.623e+04  7.390e-04  1.950e+02  6.990e+04  2.673e+09  7.331e+05  2.563e+05  6.711e+00  1.830e+09
  67.00   6.422e-05 225.397   2.091e+15  1.147e+03  2.505e+09  9.017e-01  1.031e+06  6.419e+05  3.178e+01  1.137e+05  1.794e-03  1.258e+02  6.271e+04  2.621e+09  7.702e+05  2.538e+05  9.326e+00  1.659e+09
  66.00   7.475e-05 228.751   2.398e+15  2.521e+02  2.966e+09  2.337e-01  1.094e+06  8.473e+05  5.743e+01  1.343e+05  4.357e-03  8.113e+01  5.628e+04  2.571e+09  8.094e+05  2.513e+05  1.296e+01  1.505e+09
  65.00   8.662e-05 231.916   2.741e+15  6.273e+01  3.446e+09  8.553e-02  1.169e+06  1.131e+06  1.018e+02  1.657e+05  1.188e-02  5.877e+01  5.346e+04  2.589e+09  8.532e+05  2.552e+05  2.087e+01  1.434e+09
  64.00   1.001e-04 234.977   3.127e+15  1.670e+01  3.961e+09  3.782e-02  1.254e+06  1.518e+06  1.784e+02  2.083e+05  3.398e-02  4.536e+01  5.239e+04  2.647e+09  9.009e+05  2.619e+05  3.571e+01  1.404e+09
  63.00   1.157e-04 238.038   3.568e+15  4.448e+00  4.555e+09  1.673e-02  1.344e+06  2.038e+06  3.129e+02  2.619e+05  9.724e-02  3.502e+01  5.135e+04  2.707e+09  9.513e+05  2.688e+05  6.112e+01  1.375e+09
  62.00   1.335e-04 240.926   4.067e+15  1.723e+00  5.223e+09  7.390e-03  1.434e+06  2.777e+06  5.490e+02  3.546e+05  2.893e-01  2.794e+01  5.098e+04  2.810e+09  1.004e+06  2.795e+05  1.112e+02  1.372e+09
  61.00   1.535e-04 243.533   4.626e+15  1.229e+00  5.959e+09  3.257e-03  1.517e+06  3.878e+06  9.643e+02  5.278e+05  9.045e-01  2.350e+01  5.169e+04  2.991e+09  1.060e+06  2.956e+05  2.186e+02  1.410e+09
  60.00   1.765e-04 246.140   5.261e+15  8.765e-01  6.799e+09  1.436e-03  1.605e+06  5.416e+06  1.694e+03  7.856e+05  2.828e+00  1.977e+01  5.241e+04  3.184e+09  1.118e+06  3.126e+05  4.297e+02  1.449e+09
  59.00   2.027e-04 248.455   5.987e+15  6.444e-01  7.806e+09  6.520e-04  1.692e+06  7.680e+06  2.986e+03  1.195e+06  8.836e+00  1.640e+01  5.313e+04  3.390e+09  1.171e+06  3.359e+05  8.334e+02  1.478e+09
  58.00   2.322e-04 249.953   6.818e+15  5.158e-01  9.117e+09  3.216e-04  1.766e+06  1.136e+07  5.314e+03  1.886e+06  2.756e+01  1.307e+01  5.381e+04  3.614e+09  1.202e+06  3.712e+05  1.578e+03  1.471e+09
  57.00   2.660e-04 251.452   7.765e+15  4.129e-01  1.065e+10  1.586e-04  1.844e+06  1.682e+07  9.458e+03  2.977e+06  8.594e+01  1.041e+01  5.449e+04  3.852e+09  1.235e+06  4.102e+05  2.988e+03  1.465e+09
  56.00   3.046e-04 252.687   8.846e+15  3.101e-01  1.257e+10  7.672e-05  1.795e+06  2.459e+07  1.700e+04  4.615e+06  2.631e+02  7.972e+00  5.355e+04  4.129e+09  1.264e+06  4.648e+05  5.260e+03  1.439e+09
  55.00   3.483e-04 253.546   1.008e+16  2.125e-01  1.506e+10  3.607e-05  1.579e+06  3.537e+07  3.097e+04  7.056e+06  7.942e+02  5.767e+00  5.042e+04  4.460e+09  1.290e+06  5.367e+05  8.766e+03  1.386e+09
  54.00   3.984e-04 254.405   1.149e+16  1.457e-01  1.804e+10  1.696e-05  1.389e+06  5.086e+07  5.642e+04  1.078e+07  2.382e+03  4.172e+00  4.746e+04  4.818e+09  1.316e+06  6.212e+05  1.452e+04  1.334e+09
  53.00   4.553e-04 255.019   1.310e+16  9.926e-02  2.218e+10  8.906e-06  9.080e+05  7.006e+07  1.062e+05  1.637e+07  6.729e+03  3.010e+00  4.463e+04  5.339e+09  1.354e+06  7.343e+05  2.281e+04  1.283e+09
  52.00   5.204e-04 255.600   1.494e+16  6.758e-02  2.737e+10  4.749e-06  5.700e+05  9.596e+07  2.006e+05  2.486e+07  1.901e+04  2.171e+00  4.196e+04  5.937e+09  1.396e+06  8.680e+05  3.584e+04  1.234e+09
  51.00   5.945e-04 256.204   1.703e+16  5.043e-02  3.395e+10  2.491e-06  2.827e+05  1.272e+08  3.673e+05  3.618e+07  4.685e+04  1.663e+00  4.121e+04  6.697e+09  1.422e+06  1.030e+06  5.380e+04  1.210e+09
  50.00   6.792e-04 256.822   1.941e+16  3.967e-02  4.224e+10  1.295e-06  1.225e+05  1.654e+08  6.604e+05  5.242e+07  1.137e+05  1.319e+00  4.150e+04  7.617e+09  1.439e+06  1.223e+06  8.037e+04  1.200e+09
  49.00   7.757e-04 257.141   2.214e+16  3.035e-02  5.280e+10  6.380e-07  4.371e+04  2.125e+08  1.128e+06  7.515e+07  2.508e+05  1.050e+00  4.132e+04  8.732e+09  1.410e+06  1.448e+06  1.249e+05  1.212e+09
  48.00   8.858e-04 257.217   2.528e+16  2.271e-02  6.626e+10  3.011e-07  1.330e+04  2.703e+08  1.848e+06  1.075e+08  5.438e+05  8.392e-01  4.077e+04  1.008e+10  1.347e+06  1.713e+06  1.955e+05  1.243e+09
  47.00   1.012e-03 256.856   2.891e+16  1.516e-02  8.370e+10  1.481e-07  3.377e+03  3.381e+08  2.852e+06  1.511e+08  1.081e+06  6.371e-01  3.817e+04  1.166e+10  1.220e+06  2.019e+06  3.288e+05  1.285e+09
  46.00   1.156e-03 256.100   3.312e+16  9.135e-03  1.064e+11  7.561e-08  7.283e+02  4.167e+08  4.173e+06  2.115e+08  2.118e+06  4.617e-01  3.406e+04  1.352e+10  1.053e+06  2.378e+06  5.600e+05  1.339e+09
  45.00   1.321e-03 254.785   3.806e+16  4.599e-03  1.367e+11  4.437e-08  1.372e+02  5.061e+08  5.715e+06  2.927e+08  3.856e+06  3.060e-01  2.789e+04  1.576e+10  8.372e+05  2.807e+06  1.030e+06  1.399e+09
  44.00   1.512e-03 252.997   4.385e+16  1.989e-03  1.771e+11  2.928e-08  2.303e+01  6.071e+08  7.403e+06  4.046e+08  6.956e+06  1.880e-01  2.125e+04  1.847e+10  6.214e+05  3.313e+06  1.915e+06  1.466e+09
  43.00   1.731e-03 251.166   5.058e+16  7.251e-04  2.279e+11  1.864e-08  3.977e+00  7.267e+08  9.003e+06  5.555e+08  1.149e+07  1.076e-01  1.487e+04  2.175e+10  4.267e+05  3.872e+06  3.639e+06  1.563e+09
  42.00   1.984e-03 249.307   5.840e+16  2.376e-04  2.922e+11  1.160e-08  6.987e-01  8.688e+08  1.052e+07  7.627e+08  1.875e+07  5.888e-02  9.865e+03  2.569e+10  2.790e+05  4.537e+06  6.910e+06  1.687e+09
  41.00   2.277e-03 246.989   6.767e+16  7.274e-05  3.727e+11  5.334e-09  1.399e-01  1.030e+09  1.131e+07  1.050e+09  2.859e+07  3.102e-02  6.407e+03  3.050e+10  1.788e+05  5.421e+06  1.296e+07  1.827e+09
  40.00   2.616e-03 244.519   7.851e+16  2.177e-05  4.744e+11  2.219e-09  2.923e-02  1.218e+09  1.183e+07  1.451e+09  4.247e+07  1.614e-02  4.132e+03  3.628e+10  1.137e+05  6.527e+06  2.380e+07  1.982e+09
